DATAFLOW,LAST UPDATE,freq,unit,tra_meas,schedule,tra_cov,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-10,25147.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-11,24518.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-12,22023,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-01,19628.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-02,18915.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-03,22265.7,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-04,23500.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-05,23319.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-06,21798.5,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-07,22850.5,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-08,21170.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-09,24648.7,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-10,25253,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-11,24139.5,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2016-12,21313.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-01,19230.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-02,19371.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-03,24547.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-04,24144.8,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-05,20744.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-06,23368.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-07,24167.7,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-08,22611.8,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-09,24143.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-10,22470.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-11,23799.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2017-12,22332.8,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-01,20559.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-02,19618.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-03,24835.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-04,23712.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-05,23881.5,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-06,24259.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-07,24692.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-08,22538.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-09,24475.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-10,25873.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2018-11,26273.4,
