DATAFLOW,LAST UPDATE,freq,unit,tra_meas,schedule,tra_cov,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2021-10,2252.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2021-11,1999,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2021-12,1949,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-01,1685,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-02,1855.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-03,1964.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-04,2789.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-05,4222.3,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-06,3022.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-07,1750.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-08,1734.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-09,1801.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-10,1869.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-11,2120.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2022-12,1902.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2023-01,1675.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2023-02,1463.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,BG,2023-03,2077.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-01,36344.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-02,36277.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-03,41605.1,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-04,38043.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-05,39050.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-06,37740,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-07,38852.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-08,37029.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-09,37215.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-10,39758.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-11,39160.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2019-12,38817.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-01,34274.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-02,34472.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-03,25925.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-04,11929.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-05,16617.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-06,18064.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-07,20246.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-08,16159.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-09,21993.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-10,24112,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-11,23941.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2020-12,24776.3,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2021-01,21470.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2021-02,22791.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2021-03,27863.3,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2021-04,28014.1,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2021-05,28570.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,M,T,FRM_BRD,TOT,TOTAL,CH,2021-06,27469.4,
